workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,chip_id,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,hbm_bw,num_xcd
monte_carlo,./applications_monte_carlo_pi,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF|roofline,Fri 02 May 2025 03:01:25 PM  (CDT),3,banff-cyxtera-s71-4,Intel(R) Xeon(R) Platinum 8480C,"American Megatrends International, LLC.C2789.5.BS.1C17.AG.1",Ubuntu 22.04.5 LTS,5.15.0-70-generic,,1056468184,,6.2.4-139,113-M3080202-101,SPX,NPS1,MI300,MI308X,gfx942,32,4096,80,4,16,64,1024,29858,32,1420,1300,1420,1300,64,32,48,4,5324.8,4
