Metric,Avg,Min,Max,Unit
FLOPs (Total),560.0,0.0,2176.0,Ops per wave
IOPs (Total),33715.34,3152.0,220714.69,Ops per wave
F16 OPs,0.0,0.0,0.0,Ops per wave
BF16 OPs,0.0,0.0,0.0,Ops per wave
F32 OPs,560.0,0.0,2176.0,Ops per wave
F64 OPs,0.0,0.0,0.0,Ops per wave
INT8 OPs,0.0,0.0,0.0,Ops per wave
